Sample 0,,Sample 1,,Sample 2,,Sample 3,,Sample 4,,Sample 5,,Sample 6,,Sample 7,,Sample 8,,Sample 9,,Sample 10,,blank,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
699,0.042107173918763,699,0.102122104823265,699,0.160587075365973,699,0.213375919617891,699,0.234995794022331,699,0.225181013952261,699,0.190407711202236,699,0.166410205090746,699,0.128252741582574,699,0.0933850270010722,699,0.0746803417472535,699,0.0420748317996178
698,0.0416271950885506,698,0.102475502659298,698,0.16230632277117,698,0.21548509627266,698,0.237311379936196,698,0.227510585986715,698,0.192072894775581,698,0.167538479473971,698,0.128983610998381,698,0.0935096732330802,698,0.0743041809250424,698,0.0415649205338992
697,0.0422006772942738,697,0.103856630179654,697,0.164635485825601,697,0.218864648592739,697,0.241502841117435,697,0.231107293923748,697,0.195259291452225,697,0.169934574766143,697,0.130839956733936,697,0.0943751576221735,697,0.074883538323363,697,0.0418618161693802
696,0.0424051255960688,696,0.104998050164398,696,0.16712612975774,696,0.222133139671354,696,0.244563752329054,696,0.234446811989689,696,0.197863829151813,696,0.171839389789802,696,0.132584961333455,696,0.0953788681115367,696,0.0752362830187334,696,0.0421284229182723
695,0.0425002917939797,695,0.106518813700606,695,0.168918371925122,695,0.225295500254994,695,0.247826769502941,695,0.237566195318728,695,0.200371393360242,695,0.174466849939828,695,0.133883462998818,695,0.0959036591624398,695,0.0753409553629296,695,0.0423718765766418
694,0.0423701357109899,694,0.106908918730953,694,0.17058398477614,694,0.22769529754286,694,0.251593936603147,694,0.239881667055591,694,0.202088653921232,694,0.17593118384604,694,0.135431850213693,694,0.0965208559805131,694,0.0753656801908888,694,0.0421382348877108
693,0.0423619451744428,693,0.108273448585812,693,0.172491232918664,693,0.230718920870082,693,0.254958130285624,693,0.243392468627294,693,0.205064251723608,693,0.177836615373998,693,0.13644421728954,693,0.0968560376468586,693,0.0753379071939348,693,0.0420623975517835
692,0.0424563026661701,692,0.109535867776914,692,0.174773993354521,692,0.234118634275031,692,0.258194322647026,692,0.246271715068462,692,0.207074841223822,692,0.180476560353285,692,0.138079822170104,692,0.0979065291441387,692,0.0755419045980591,692,0.0422525720818845
691,0.0424590429359496,691,0.110303754157817,691,0.17664774958111,691,0.236781745915097,691,0.261142280220675,691,0.24989114122295,691,0.20981596966129,691,0.181889157923246,691,0.139094572512755,691,0.0983834734166824,691,0.0756337408632183,691,0.0420651353372572
690,0.042216110994999,690,0.111041911800437,690,0.178619561011877,690,0.240034060287125,690,0.264191565114926,690,0.252281778138268,690,0.212140794741584,690,0.183730502212019,690,0.140736342774701,690,0.0986694107637673,690,0.0755866034204507,690,0.0420748032802934
689,0.0422477218390392,689,0.112123439631098,689,0.180907599785368,689,0.242972167422678,689,0.26802515440019,689,0.255649832708053,689,0.214739373457022,689,0.185949048422148,689,0.142038948308086,689,0.0994901709573407,689,0.07566957490435,689,0.0418936578018607
688,0.0422182506455977,688,0.113307657166316,688,0.182957231074212,688,0.246658358188758,688,0.271591670234209,688,0.259013238943931,688,0.217705790548321,688,0.188196912683554,688,0.143649818415691,688,0.100293342419974,688,0.075742916037783,688,0.0420446594015638
687,0.0423291845728533,687,0.114469741364209,687,0.18519541256052,687,0.24970925850878,687,0.275131086483452,687,0.262363016218276,687,0.220325214271873,687,0.19012408280001,687,0.145089929859482,687,0.100788652493694,687,0.0758736357135746,687,0.0417877941089602
686,0.0421026675531624,686,0.115508545484852,686,0.187804851689603,686,0.252376328203827,686,0.279316509109443,686,0.265476055040232,686,0.222381490201829,686,0.19224913466263,686,0.146462725218532,686,0.101392663664799,686,0.0759201260445001,686,0.0419937874394458
685,0.0421399463004339,685,0.116724529946303,685,0.189425070169729,685,0.255920074735573,685,0.282890958071711,685,0.269010984501707,685,0.225428547508713,685,0.194426797760749,685,0.147921780664236,685,0.102064864862395,685,0.0762361331783677,685,0.0419660156877429
684,0.0423183410156522,684,0.117975957073226,684,0.192069752600778,684,0.259112133602675,684,0.28626882273206,684,0.272317863941222,684,0.228018611581222,684,0.196985913991077,684,0.149733864972857,684,0.102947552212206,684,0.0761286230018833,684,0.0420540131911317
683,0.0423929102098647,683,0.11919002359531,683,0.194497076802501,683,0.26266936509855,683,0.290252098884327,683,0.275949859993178,683,0.230766391591548,683,0.199153450230177,683,0.151254866279554,683,0.103553392707054,683,0.0764361389687115,683,0.0420191941599582
682,0.0425140518000465,682,0.120495079350682,682,0.196672430218487,682,0.266325176839641,682,0.293981698955266,682,0.279629735287801,682,0.233743700074516,682,0.201781476804182,682,0.152937824662197,682,0.104313924403665,682,0.0767403205794783,682,0.0421895516764639
681,0.0422796203117667,681,0.121683193586896,681,0.199210820208469,681,0.269125074382998,681,0.29766587195694,681,0.282893589748554,681,0.23651931294333,681,0.203506442491856,681,0.15433111335217,681,0.105315197192019,681,0.0767276253600958,681,0.0419067429095514
680,0.0417122459017946,680,0.122227910884739,680,0.201176700415134,680,0.272348103955293,680,0.300972118495546,680,0.286089109644167,680,0.238612244241918,680,0.205524733136413,680,0.15559011757952,680,0.105394610888027,680,0.0763940069625004,680,0.0413130076913664
679,0.041860476420448,679,0.123592958777163,679,0.203479353140066,679,0.275635759810684,679,0.304926304463691,679,0.289608713926225,679,0.241688453752498,679,0.207519761126913,679,0.157080846949726,679,0.106349238727734,679,0.0763365411745776,679,0.0416568826258831
678,0.0419927609365229,678,0.124820574610356,678,0.206178751009417,678,0.279630770224918,678,0.308970549488566,678,0.293729168389798,678,0.244535295384195,678,0.210143750883287,678,0.159002968816171,678,0.107005713200866,678,0.0767697279631638,678,0.0414856801007693
677,0.041971005347986,677,0.126255427117672,677,0.20854003170526,677,0.283126978617511,677,0.313105931677846,677,0.297121203313152,677,0.247795395779105,677,0.212808958580499,677,0.161082187079232,677,0.107704909642807,677,0.0767370463511316,677,0.0418035836631814
676,0.0421456225342438,676,0.127523273675895,676,0.211039777816574,676,0.287148247004635,676,0.31758131797138,676,0.301061810684353,676,0.250980210694403,676,0.215048636730449,676,0.162628772559278,676,0.108536892394846,676,0.0768366124633211,676,0.0418654363626994
675,0.0422252117151467,675,0.129119707923136,675,0.213809895807709,675,0.290894010665731,675,0.321470443575162,675,0.305307577773337,675,0.253981401325986,675,0.217608710498168,675,0.164383803562207,675,0.10939031887153,675,0.0772570621238904,675,0.0419501346935952
674,0.0422325437820044,674,0.130278256995233,674,0.216472028763085,674,0.29425384671213,674,0.326008368515998,674,0.308689709624911,674,0.257125123263659,674,0.21996500310841,674,0.166133925677702,674,0.110366195636256,674,0.0772666492395084,674,0.041971661136166
673,0.042061427923567,673,0.131801443246465,673,0.218961366965545,673,0.298569064840067,673,0.329997094278533,673,0.312739851905641,673,0.26002331470777,673,0.222722744916181,673,0.167879507827201,673,0.110901939206151,673,0.0774844884229359,673,0.0419264710938674
672,0.0421818494926291,672,0.132956419644656,672,0.221776645923103,672,0.302166010365833,672,0.334425466992112,672,0.316831503308782,672,0.263379545430657,672,0.225204187057014,672,0.169764519426562,672,0.111773222995131,672,0.0774494015701415,672,0.0419732578419623
671,0.0423021047217321,671,0.134722886208753,671,0.22455064093216,671,0.306273349970309,671,0.339176768368593,671,0.320937029382013,671,0.266652749264536,671,0.228271139746764,671,0.171684538139221,671,0.112808710989811,671,0.0775902302359544,671,0.0420375586409526
670,0.0421347835592332,670,0.135731017099909,670,0.227056464120102,670,0.310332623931539,670,0.343334040719308,670,0.32467885635858,670,0.269892881849631,670,0.230471082921183,670,0.173499397245402,670,0.113437113432708,670,0.0777773607078074,670,0.0420357905981303
669,0.0422558531592309,669,0.136967396572669,669,0.229711239004011,669,0.313618562617284,669,0.347308923942118,669,0.328721766384595,669,0.272941311357537,669,0.232881055515477,669,0.175084220820162,669,0.114225000114182,669,0.0778571594587168,669,0.0419410967569366
668,0.0422995081123969,668,0.138467263791869,668,0.232317678545675,668,0.317699603088414,668,0.351829237478695,668,0.33264196935976,668,0.276186244361682,668,0.235564305631215,668,0.177011418007499,668,0.114876432599323,668,0.0778944162827363,668,0.0419904513138174
667,0.0424390621987406,667,0.13974596491629,667,0.235367716507223,667,0.322108140374432,667,0.356232366683691,667,0.337200941806055,667,0.279700116630575,667,0.238486662363167,667,0.179292698978915,667,0.116035220939193,667,0.0780491452712171,667,0.042092599702746
666,0.0424120896616031,666,0.141250207768743,666,0.238383883516007,666,0.325874806401785,666,0.361147685545929,666,0.341373395865746,666,0.283331514271568,666,0.241283738818226,666,0.181084000345583,666,0.117058528624251,666,0.0784269837393291,666,0.042076913715356
665,0.0423020476532282,665,0.142924876274457,665,0.24112576493037,665,0.330156400211286,665,0.365837204789514,665,0.34588831655638,665,0.286499126274436,665,0.243990563596247,665,0.183093386415034,665,0.11785940248537,665,0.0787661093383469,665,0.0420114379664542
664,0.042430984533066,664,0.14430949180159,664,0.243967319465063,664,0.33457043799086,664,0.370497167703145,664,0.349932556059203,664,0.289804822886127,664,0.246695086180844,664,0.184973658588156,664,0.118677030913457,664,0.0786538136817625,664,0.0421173847176254
663,0.0425327512622693,663,0.145844681958923,663,0.247176537398131,663,0.338930727879093,663,0.375329599887646,663,0.354532987244067,663,0.293689919413199,663,0.249702174308144,663,0.186960115247411,663,0.119637744670254,663,0.0787812849768113,663,0.0421600273802025
662,0.0425355491136487,662,0.147404654321675,662,0.249946415898371,662,0.34307177482335,662,0.380021404453312,662,0.358881973882671,662,0.29705963800158,662,0.252574843864893,662,0.188850921959445,662,0.120389937519092,662,0.0790113430815031,662,0.0421715801266633
661,0.042676035845212,661,0.149051750445744,661,0.253203117720627,661,0.347715147917989,661,0.385364895143963,661,0.363461322769668,661,0.300951102398785,661,0.255649739437577,661,0.19111393584256,661,0.121571016844571,661,0.0793067075703953,661,0.042390769698595
660,0.0424894154171845,660,0.150305327006777,660,0.255979762440237,660,0.351644300653891,660,0.389821000441119,660,0.367808296014346,660,0.304175164000731,660,0.258332961686528,660,0.192983067624716,660,0.122238578271687,660,0.0792986288899176,660,0.0422214173478295
659,0.0420421498825407,659,0.151162722568872,659,0.258122932595579,659,0.355171960642419,659,0.393919616383881,659,0.371168663575261,659,0.306949977872852,659,0.260378460096796,659,0.19427161655549,659,0.122462139169432,659,0.0787775918789563,659,0.0416826970477304
658,0.0419755103476213,658,0.152676088871606,658,0.26112494760555,658,0.359638110576611,658,0.398545962249269,658,0.37564532105591,658,0.310313503584053,658,0.263260642587828,658,0.196305473009697,658,0.123430137009551,658,0.0788978043734305,658,0.0419072275507409
657,0.0419794451323711,657,0.154588933961794,657,0.264385945093152,657,0.364244584161525,657,0.403933387278063,657,0.380682704984147,657,0.314378808532144,657,0.266572590484497,657,0.198696562779288,657,0.124615696352707,657,0.0792850197603087,657,0.0418473927066517
656,0.0422314311257594,656,0.156036995860849,656,0.267692422157303,656,0.368956768017887,656,0.40916532388322,656,0.385546495751268,656,0.318207373877828,656,0.269483122535438,656,0.20075273551509,656,0.12552087057876,656,0.0794748092886169,656,0.0418280386545749
655,0.0420526158134266,655,0.157710559995247,655,0.270949721358584,655,0.37360488804804,655,0.414498874123024,655,0.390162344289534,655,0.321882307366435,655,0.272670358696371,655,0.203144535949358,655,0.126422151644498,655,0.0794121792095873,655,0.041974968604687
654,0.0421698400637113,654,0.159233174245828,654,0.274060045486508,654,0.378179974813336,654,0.419510024187634,654,0.394985484385966,654,0.325817413629045,654,0.275735924792628,654,0.205226992394455,654,0.127436584896842,654,0.0797556522652829,654,0.0420322545340791
653,0.0421785975004669,653,0.160789707898641,653,0.277000202465779,653,0.382624907004729,653,0.424244014260065,653,0.399471524722494,653,0.329455708387211,653,0.278698159336243,653,0.207174641525573,653,0.128505623782392,653,0.0796749752727515,653,0.0418496445595933
652,0.0421906642254194,652,0.162390740915071,652,0.280256619415228,652,0.38718290696875,652,0.42952650213532,652,0.404178098733513,652,0.333171622848299,652,0.281649494076643,652,0.209292528318663,652,0.129211473725125,652,0.0797670365787403,652,0.0418591651808141
651,0.0420763148070663,651,0.16395903080825,651,0.283287677092846,651,0.391665041540485,651,0.434545818505793,651,0.408942676947824,651,0.336695916271345,651,0.284540319090154,651,0.211188902627412,651,0.130098729272048,651,0.0795205986794642,651,0.0417944632730258
650,0.042206297265976,650,0.165547822243928,650,0.286497373884663,650,0.396315206269128,650,0.439914200304485,650,0.413645991626185,650,0.340706030501703,650,0.287679890379903,650,0.213434564874045,650,0.131024656397578,650,0.0798766336358077,650,0.0418876427756942
649,0.0421740903936974,649,0.167378797822069,649,0.290087944909134,649,0.401362570314545,649,0.445396331237315,649,0.418869737740215,649,0.344866927511514,649,0.291059279206359,649,0.215727375882305,649,0.132124155184829,649,0.0801690692532102,649,0.0418835947955037
648,0.0422313455369355,648,0.169010923215085,648,0.293228920453541,648,0.406127613692615,648,0.450713325296772,648,0.423496836474495,648,0.348723648254003,648,0.29428259498379,648,0.217898220161939,648,0.133225846575466,648,0.0805406867262211,648,0.0418237347042583
647,0.0421422567183081,647,0.170588048800453,647,0.296403125251109,647,0.410785511465198,647,0.455885666609308,647,0.428519175012297,647,0.352563972954765,647,0.297286446708259,647,0.220220497907803,647,0.134106755782845,647,0.0802639134591499,647,0.0418694841736412
646,0.0421617388788051,646,0.172427121139397,646,0.299629392405068,646,0.415613868762834,646,0.461623702778838,646,0.433412142052543,646,0.356455087484361,646,0.300556747473035,646,0.222463614010721,646,0.135045904771125,646,0.0804486793715064,646,0.0416777391920369
645,0.0421086570366561,645,0.174238635685115,645,0.303223459358985,645,0.420874547104368,645,0.466943418753867,645,0.438783931338116,645,0.360968129034233,645,0.303920260047059,645,0.224848379246914,645,0.136006880292617,645,0.0808882347152538,645,0.041820884429512
644,0.0420318553028499,644,0.175976405259746,644,0.306633125515175,644,0.425889010807351,644,0.472779573997788,644,0.443947569268397,644,0.364753175126897,644,0.307043511733206,644,0.227175071017969,644,0.1372686177081,644,0.0809313352087868,644,0.0417049226136403
643,0.0422999075897457,643,0.17767941605847,643,0.310035177038848,643,0.430432207716326,643,0.478110292148929,643,0.448794598475436,643,0.368866395620337,643,0.310429878340705,643,0.22927447245357,643,0.138008713676749,643,0.0810431607019467,643,0.0418584240471201
642,0.0421993364995874,642,0.179217954274545,642,0.313389589565884,642,0.435370387260225,642,0.483664585562894,642,0.453774300235809,642,0.372888625981289,642,0.313651366665169,642,0.231678369315775,642,0.139212296068911,642,0.0811468082486388,642,0.0418222525590557
641,0.0421215774894786,641,0.181001720910233,641,0.317033882391851,641,0.440651130460362,641,0.48939275479754,641,0.459013500355715,641,0.377180365349106,641,0.317104899872428,641,0.233929751543346,641,0.140213575429717,641,0.0813487455131928,641,0.0418172076027194
640,0.0421582873635376,640,0.182956047644934,640,0.320523163685935,640,0.445843364471347,640,0.495253311641781,640,0.464398872839679,640,0.381408895797422,640,0.320608347855326,640,0.236595450830951,640,0.141395043557723,640,0.081686193347379,640,0.0418759265421005
639,0.0422888079630071,639,0.184786203474985,639,0.324196422096835,639,0.451044561204332,639,0.501068958433146,639,0.469941340149908,639,0.385591939221058,639,0.32397776980836,639,0.239074802654139,639,0.142403421882761,639,0.0816311469388053,639,0.0417366387561277
638,0.0421322735193858,638,0.186575135299444,638,0.327637333351993,638,0.456038885257615,638,0.506954765317259,638,0.47501514900418,638,0.389723863074074,638,0.327237465289858,638,0.241221570905334,638,0.143454485210334,638,0.0816345207517849,638,0.041690190925546
637,0.0421428842413348,637,0.188258044469575,637,0.331098733820041,637,0.461109948642536,637,0.512195661252915,637,0.480314362963461,637,0.393803032359203,637,0.330710689807575,637,0.243547550318547,637,0.144318081049915,637,0.0816965348530211,637,0.0416230355765034
636,0.0422577647548521,636,0.190263386589751,636,0.334680855312703,636,0.466361362605239,636,0.518553266327164,636,0.485826380101345,636,0.398379541782877,636,0.334309049917316,636,0.246285133142067,636,0.145616359360945,636,0.0820004538526428,636,0.0418697692321717
635,0.0422696624869031,635,0.19214017499838,635,0.338478764391889,635,0.47197985665221,635,0.524391373996058,635,0.491248493717472,635,0.402773435235602,635,0.337789402421976,635,0.248738788179036,635,0.146720923411877,635,0.0822300968537621,635,0.0419014404001007
634,0.0420367031354624,634,0.193759571927045,634,0.341764407948281,634,0.476798072197128,634,0.529800890067989,634,0.496324066502821,634,0.406817830816062,634,0.340906257305025,634,0.25082840201518,634,0.147802691388139,634,0.0821315697307678,634,0.0416650028911769
633,0.0418657784297703,633,0.195309249647198,633,0.345361941148981,633,0.481960250193174,633,0.535974475155695,633,0.501824488414418,633,0.411029780407252,633,0.344641111186099,633,0.253158045260668,633,0.148685593912554,633,0.0822657910826019,633,0.0414483150782908
632,0.0421524112932091,632,0.197581206671578,632,0.349352967867156,632,0.487625219161078,632,0.542072872101606,632,0.50754470442737,632,0.415714108373573,632,0.348358796446738,632,0.255997497662763,632,0.149823330232296,632,0.0825975968255909,632,0.0416920430445546
631,0.0423227354772584,631,0.1995799956474,631,0.353148244595682,631,0.49307767311346,631,0.548617557693519,631,0.51355285850272,631,0.420188003317294,631,0.352055970343978,631,0.258663011498325,631,0.151435507073652,631,0.0830044532155747,631,0.0418840509040616
630,0.0423223359789113,630,0.201555456747273,630,0.356887123852177,630,0.49876712190153,630,0.554339599420179,630,0.518799250351123,630,0.424777954996407,630,0.355438939391618,630,0.261268730062423,630,0.152410392644992,630,0.0830748436775108,630,0.0418093980118782
629,0.0424876455338685,629,0.203490933114214,629,0.360984949088395,629,0.504381782741067,629,0.560940408975679,629,0.524682709142553,629,0.429391957055822,629,0.359434479801955,629,0.264044767429168,629,0.153627107413528,629,0.0835662021828326,629,0.0419426363290703
628,0.0425126814894397,628,0.205468641918358,628,0.36477092185007,628,0.509833372217498,628,0.56706677292896,628,0.530468857173644,628,0.43406640651214,628,0.363117747588709,628,0.266694795494634,628,0.154778545829854,628,0.0838148529337122,628,0.0419257868643807
627,0.041982809686736,627,0.206974396799645,627,0.368040840532484,627,0.514846710203299,627,0.572788121246243,627,0.535643655356689,627,0.437859559012026,627,0.366111605005441,627,0.268653709647085,627,0.155436212442108,627,0.0833958195886925,627,0.0414810377775071
626,0.0419901661760636,626,0.208564551358433,626,0.371299106878144,626,0.519662171190495,626,0.578084624063607,626,0.540380593656019,626,0.442055858890148,626,0.369332744661352,626,0.270969141388732,626,0.156148944932779,626,0.0833296422038256,626,0.0412691386517337
625,0.0420555816816667,625,0.210503343674338,625,0.375404461121159,625,0.526025886562969,625,0.584561169196667,625,0.54683461863456,625,0.447123920152813,625,0.37360124735177,625,0.273894748405569,625,0.157468698131328,625,0.0838528127890723,625,0.0414899807021801
624,0.0422132866723498,624,0.212941446768834,624,0.379636405030135,624,0.531642852753474,624,0.591709812342113,624,0.552616540051297,624,0.451750128994467,624,0.377346292915691,624,0.276404657410104,624,0.158933800338277,624,0.083971800285234,624,0.0417598930330515
623,0.0423316957510253,623,0.214823927698779,623,0.38336264702155,623,0.537500937188672,623,0.597642828498114,623,0.558092934244339,623,0.456662672677262,623,0.381416745402023,623,0.279099974222487,623,0.160128905671568,623,0.0842379993435322,623,0.0419408401621117
622,0.0421696974359096,622,0.216975829504689,622,0.387257724449554,622,0.54300928614559,622,0.604399513224371,622,0.564078450283472,622,0.461254726858547,622,0.384798761190086,622,0.281756057817371,622,0.161307680469519,622,0.0844624458473901,622,0.0416282207277808
621,0.0422520299932307,621,0.218652646322159,621,0.391362670765949,621,0.548456862659146,621,0.610476774878633,621,0.570503393100112,621,0.465959995369213,621,0.388760842276889,621,0.284408105567679,621,0.16262421768619,621,0.0849985374227153,621,0.04179865292847
620,0.0423503588255788,620,0.22077678102775,620,0.395126529174318,620,0.554594186445473,620,0.617015010817472,620,0.57630582109673,620,0.470601460714587,620,0.392421667148017,620,0.287253560641998,620,0.163802660118068,620,0.0848305502351208,620,0.0418229936310247
619,0.0422860402339468,619,0.222823482945175,619,0.399037334516521,619,0.559592618438704,619,0.62341669744714,619,0.581880303313592,619,0.475370638083534,619,0.396016378836589,619,0.289721939905727,619,0.164973825004147,619,0.0849403624977387,619,0.041849587550514
618,0.042206782241562,618,0.224570263837215,618,0.402874910538851,618,0.565752338939084,618,0.629551585490723,618,0.587828483799296,618,0.479531936958157,618,0.399863895938594,618,0.292299964786967,618,0.16604615891296,618,0.084976657951708,618,0.0416240042264354
617,0.0423833493412059,617,0.226914187316544,617,0.406860964543942,617,0.571685865608269,617,0.636303158954949,617,0.593858857892495,617,0.484915554652742,617,0.40380706551944,617,0.29531333501664,617,0.16722412057918,617,0.0853612675865807,617,0.0417154089165767
616,0.0426356840893768,616,0.229038115883115,616,0.411096647433613,616,0.577469043819806,616,0.643065781164919,616,0.599797507445707,616,0.489636747639283,616,0.407546427513892,616,0.297952008004638,616,0.168445419348399,616,0.0857894565415001,616,0.0417749405816521
615,0.0424280731850979,615,0.231206425207291,615,0.414966239742088,615,0.58296304073082,615,0.649248523870189,615,0.605305452292142,615,0.494325348649845,615,0.411812586050267,615,0.300527012048747,615,0.169812011864328,615,0.085798098431931,615,0.0420560664889781
614,0.0427118215368162,614,0.23309555987765,614,0.418988698512186,614,0.588463551290878,614,0.656108954141732,614,0.611753117952501,614,0.498964703133989,614,0.41554744832989,614,0.303611234283552,614,0.170875310618572,614,0.0860825251895352,614,0.0421777417171031
613,0.0428301380843201,613,0.235292060533583,613,0.423687999568974,613,0.59508576550802,613,0.662788508931782,613,0.618100056841609,613,0.504260784676261,613,0.419717232865087,613,0.306449976516416,613,0.172541566334256,613,0.0866097513487288,613,0.0420797656709234
612,0.0431554604639271,612,0.23764681214654,612,0.427756294409059,612,0.600656652999907,612,0.669503825641606,612,0.624418689417854,612,0.509452678573551,612,0.42407628285402,612,0.30948737283924,612,0.173741589466823,612,0.0868876908041113,612,0.0421768288833737
611,0.0430580639729632,611,0.23976857619078,611,0.432108873071137,611,0.606988216889918,611,0.676480295308941,611,0.630230109844611,611,0.513927528791255,611,0.427751581085373,611,0.312348466729024,611,0.175265014716498,611,0.0873214394113249,611,0.0424144586109891
610,0.0427560650674356,610,0.241523470858236,610,0.435648121070203,610,0.612488765708603,610,0.681936438286171,610,0.63605002556185,610,0.518192511121989,610,0.43118401813362,610,0.31457353132933,610,0.17589846433432,610,0.0869759492083942,610,0.0420165992415651
609,0.0422518873384343,609,0.242752096425202,609,0.438382137531166,609,0.616814137455693,609,0.687886886789292,609,0.640457327189905,609,0.522352224719229,609,0.434112157555018,609,0.316628628171444,609,0.176568794040776,609,0.0866754507641526,609,0.0415459778501016
608,0.0424192536324273,608,0.245242634808178,608,0.443056773792763,608,0.623686867143571,608,0.694582624043759,608,0.647145467370362,608,0.527179986717757,608,0.438969177276243,608,0.319782176359487,608,0.177994105607407,608,0.0871681179417887,608,0.0418878708320389
607,0.0429258832495562,607,0.248034855259329,607,0.448238783605102,607,0.630689187309618,607,0.701609245042845,607,0.654307935435863,607,0.533021498313567,607,0.443367597165121,607,0.32314154711917,607,0.180009234314808,607,0.0880463112051847,607,0.0422441840490111
606,0.043280103800192,606,0.250198623955803,606,0.45239925294197,606,0.636543071787282,606,0.709379781066513,606,0.660628794362076,606,0.538602945758456,606,0.447384691068656,606,0.326293257303234,606,0.181356949769576,606,0.0882154519760468,606,0.0426246329886107
605,0.0428899656241012,605,0.251772820382616,605,0.455528809852806,605,0.641382578047591,605,0.714433528797329,605,0.66568908330455,605,0.542413636836049,605,0.45086410828917,605,0.328371593746852,605,0.182017539208459,605,0.088096374322415,605,0.0420817905707454
604,0.0423648846175236,604,0.253275419635375,604,0.458893444617114,604,0.646374478393482,604,0.720042605726394,604,0.670739345950743,604,0.546330777433019,604,0.453972274732578,604,0.330645061078693,604,0.182844425314304,604,0.0878035283027205,604,0.0417291725734399
603,0.0422852127719826,603,0.255235722700001,603,0.462941531630078,603,0.652259849158817,603,0.727044945477517,603,0.676610863303235,603,0.551506457386403,603,0.457749554049204,603,0.333225897760708,603,0.183731727271636,603,0.0879703873448091,603,0.0416681370692685
602,0.0425260422022921,602,0.257487365738816,602,0.467471529588855,602,0.658871398677433,602,0.733927746332612,602,0.68349603276696,602,0.556114045217801,602,0.461919124385296,602,0.336328643794072,602,0.18529760654738,602,0.0884107719588,602,0.0417609189857123
601,0.0427439826230007,601,0.259863980121086,601,0.471544821177644,601,0.664723819038231,601,0.740365808764629,601,0.689986415474229,601,0.561734921561566,601,0.466134376630692,601,0.339269309783009,601,0.18670021436443,601,0.0886907240661363,601,0.0420687857447362
600,0.0428829367466142,600,0.261986511738286,600,0.476055414631896,600,0.671248886233092,600,0.747908584710095,600,0.696055718788003,600,0.566505621382587,600,0.470302942529789,600,0.342348640321561,600,0.188257285759796,600,0.0891772923071486,600,0.0422466091439076
599,0.0431971186405067,599,0.264634065302877,599,0.480250922271422,599,0.677117466149867,599,0.755048363300414,599,0.702297997216754,599,0.571793918002035,599,0.474513992615515,599,0.345612198278804,599,0.189868013583059,599,0.0899279095512175,599,0.0424879595448982
598,0.0433433398713369,598,0.266494311254492,598,0.484581952756515,598,0.683183584370079,598,0.761085135209906,598,0.708559849828469,598,0.576840460929475,598,0.478806460864896,598,0.348181361829231,598,0.190937271988761,598,0.0901564955149449,598,0.0425628433849347
597,0.0423976193717941,597,0.267456924903153,597,0.4872454112252,597,0.687474826415718,597,0.766324677582789,597,0.712844953669767,597,0.580240980995187,597,0.481387530478219,597,0.34988855098609,597,0.191310938883068,597,0.0895134048661759,597,0.0417826355523002
596,0.0423329513455564,596,0.269098136463686,596,0.49087889130023,596,0.692919209271312,596,0.772132864087526,596,0.718932956006641,596,0.584638402686803,596,0.484873810752833,596,0.352226374391736,596,0.192135058112245,596,0.0895044978672885,596,0.0415614737585139
595,0.0424096636424919,595,0.271612328520404,595,0.495170407499418,595,0.699179919075305,595,0.778929133988266,595,0.725398991310569,595,0.589925938053585,595,0.488966984724684,595,0.355228733416993,595,0.193640367643187,595,0.089980323678933,595,0.0416848055782251
594,0.0423232776541743,594,0.273542279407558,594,0.498878393167079,594,0.704469752734506,594,0.785557952880478,594,0.730645904429981,594,0.59444781512729,594,0.492680471899951,594,0.35798174507048,594,0.194664901354412,594,0.0899719166128266,594,0.0416122951029295
593,0.0424095209359074,593,0.275472888429648,593,0.502873351963657,593,0.710646141424016,593,0.791983279348569,593,0.736650060095388,593,0.598861832345431,593,0.496594889057879,593,0.360764616407413,593,0.195804637743643,593,0.090232420185301,593,0.0415339859916632
592,0.0425472546056876,592,0.2778814574387,592,0.506995525454781,592,0.716468551292279,592,0.79830270123096,592,0.742500997315606,592,0.604235919892238,592,0.500551834882863,592,0.363607020945505,592,0.197315811068033,592,0.0905040479578228,592,0.0416727244070735
591,0.0423741596897131,591,0.279911131861921,591,0.51109702658986,591,0.722005833523468,591,0.80535948094715,591,0.748589092598586,591,0.608721475190288,591,0.504513401759877,591,0.366622207748256,591,0.198492215833938,591,0.0908226827969215,591,0.0415742924829685
590,0.0419957834242969,590,0.281236509586452,590,0.514667129524455,590,0.727606575991918,590,0.811385255551151,590,0.754021379768886,590,0.612993880232665,590,0.507812324361515,590,0.368725457060845,590,0.199287448181285,590,0.0907890540337649,590,0.0412923394411987
589,0.0419021530992178,589,0.283140392727566,589,0.518117741764711,589,0.732576545453493,589,0.816840748463934,589,0.759770588543092,589,0.617414327905918,589,0.511260855034536,589,0.371087806573978,589,0.200352341198351,589,0.0908487516658848,589,0.041210046288778
588,0.0418309174795863,588,0.284943437454212,588,0.521810090547318,588,0.738514982881269,588,0.822867372684809,588,0.765404057360163,588,0.622078691955656,588,0.514890971032975,588,0.373526390388101,588,0.201360501878911,588,0.0908984368177885,588,0.0411404892821018
