nm,INT
500.0,2
500.1,1
500.2,1
500.3,1
500.4,1
500.5,1
500.6,1
500.7,1
500.8,1
500.9,1
501.0,1
501.1,1
501.2,1
501.3,1
501.4,1
501.5,1
501.6,1
501.7,1
501.8,1
501.9,1
502.0,1
502.1,1
502.2,1
502.3,1
502.4,1
502.5,1
502.6,0
502.7,0
502.8,0
502.9,0
503.0,0
503.1,0
503.2,0
503.3,0
503.4,0
503.5,1
503.6,1
503.7,2
503.8,2
503.9,3
504.0,4
504.1,5
504.2,6
504.3,7
504.4,8
504.5,10
504.6,11
504.7,12
504.8,12
504.9,13
505.0,14
505.1,14
505.2,14
505.3,15
505.4,15
505.5,15
505.6,15
505.7,16
505.8,16
505.9,16
506.0,16
506.1,16
506.2,16
506.3,16
506.4,16
506.5,16
506.6,16
506.7,16
506.8,16
506.9,16
507.0,16
507.1,16
507.2,16
507.3,16
507.4,16
507.5,16
507.6,16
507.7,16
507.8,16
507.9,16
508.0,16
508.1,16
508.2,16
508.3,16
508.4,16
508.5,15
508.6,15
508.7,14
508.8,13
508.9,13
509.0,12
509.1,11
509.2,10
509.3,8
509.4,7
509.5,6
509.6,5
509.7,4
509.8,3
509.9,3
510.0,2
510.1,2
510.2,1
510.3,1
510.4,1
510.5,1
510.6,0
510.7,0
510.8,0
510.9,0
511.0,0
511.1,0
511.2,0
511.3,0
511.4,0
511.5,0
511.6,1
511.7,1
511.8,1
511.9,1
512.0,2
512.1,2
512.2,3
512.3,3
512.4,4
512.5,5
512.6,5
512.7,6
512.8,7
512.9,7
513.0,8
513.1,9
513.2,9
513.3,10
513.4,10
513.5,11
513.6,11
513.7,12
513.8,13
513.9,14
514.0,15
514.1,16
514.2,17
514.3,18
514.4,19
514.5,20
514.6,21
514.7,22
514.8,23
514.9,23
515.0,23
515.1,24
515.2,24
515.3,24
515.4,24
515.5,24
515.6,24
515.7,24
515.8,24
515.9,24
516.0,24
516.1,24
516.2,24
516.3,24
516.4,24
516.5,24
516.6,24
516.7,24
516.8,24
516.9,24
517.0,25
517.1,25
517.2,25
517.3,25
517.4,25
517.5,24
517.6,24
517.7,24
517.8,23
517.9,22
518.0,22
518.1,22
518.2,22
518.3,22
518.4,23
518.5,24
518.6,24
518.7,25
518.8,26
518.9,26
519.0,27
519.1,28
519.2,29
519.3,30
519.4,30
519.5,31
519.6,33
519.7,34
519.8,35
519.9,37
520.0,38
520.1,39
520.2,40
520.3,41
520.4,42
520.5,43
520.6,44
520.7,45
520.8,46
520.9,47
521.0,48
521.1,49
521.2,50
521.3,51
521.4,53
521.5,54
521.6,55
521.7,55
521.8,56
521.9,56
522.0,56
522.1,57
522.2,57
522.3,57
522.4,58
522.5,58
522.6,59
522.7,60
522.8,61
522.9,62
523.0,63
523.1,64
523.2,64
523.3,65
523.4,66
523.5,66
523.6,67
523.7,67
523.8,67
523.9,68
524.0,68
524.1,69
524.2,69
524.3,70
524.4,71
524.5,72
524.6,73
524.7,74
524.8,76
524.9,77
525.0,79
525.1,81
525.2,84
525.3,86
525.4,89
525.5,92
525.6,95
525.7,98
525.8,101
525.9,104
526.0,107
526.1,110
526.2,114
526.3,117
526.4,120
526.5,124
526.6,127
526.7,131
526.8,135
526.9,140
527.0,144
527.1,149
527.2,154
527.3,159
527.4,164
527.5,169
527.6,175
527.7,180
527.8,186
527.9,192
528.0,198
528.1,204
528.2,210
528.3,216
528.4,223
528.5,229
528.6,236
528.7,243
528.8,250
528.9,257
529.0,264
529.1,271
529.2,279
529.3,286
529.4,294
529.5,302
529.6,310
529.7,319
529.8,327
529.9,335
530.0,343
530.1,352
530.2,361
530.3,370
530.4,379
530.5,389
530.6,399
530.7,409
530.8,419
530.9,429
531.0,440
531.1,451
531.2,462
531.3,473
531.4,483
531.5,494
531.6,504
531.7,515
531.8,526
531.9,536
532.0,547
532.1,558
532.2,568
532.3,579
532.4,590
532.5,601
532.6,612
532.7,622
532.8,633
532.9,643
533.0,654
533.1,665
533.2,676
533.3,687
533.4,698
533.5,709
533.6,720
533.7,731
533.8,743
533.9,754
534.0,766
534.1,777
534.2,787
534.3,798
534.4,808
534.5,818
534.6,828
534.7,838
534.8,848
534.9,858
535.0,867
535.1,877
535.2,887
535.3,896
535.4,906
535.5,915
535.6,925
535.7,934
535.8,942
535.9,951
536.0,959
536.1,967
536.2,976
536.3,985
536.4,994
536.5,1003
536.6,1012
536.7,1021
536.8,1030
536.9,1040
537.0,1049
537.1,1057
537.2,1066
537.3,1075
537.4,1083
537.5,1091
537.6,1098
537.7,1106
537.8,1114
537.9,1121
538.0,1128
538.1,1136
538.2,1142
538.3,1149
538.4,1155
538.5,1161
538.6,1166
538.7,1171
538.8,1176
538.9,1181
539.0,1186
539.1,1190
539.2,1194
539.3,1198
539.4,1201
539.5,1205
539.6,1209
539.7,1212
539.8,1215
539.9,1217
540.0,1219
540.1,1221
540.2,1223
540.3,1224
540.4,1224
540.5,1225
540.6,1225
540.7,1225
540.8,1225
540.9,1225
541.0,1225
541.1,1224
541.2,1224
541.3,1223
541.4,1223
541.5,1222
541.6,1222
541.7,1221
541.8,1220
541.9,1220
542.0,1220
542.1,1220
542.2,1220
542.3,1220
542.4,1220
542.5,1221
542.6,1222
542.7,1222
542.8,1223
542.9,1225
543.0,1226
543.1,1228
543.2,1230
543.3,1233
543.4,1235
543.5,1238
543.6,1242
543.7,1245
543.8,1247
543.9,1250
544.0,1254
544.1,1257
544.2,1260
544.3,1263
544.4,1266
544.5,1269
544.6,1272
544.7,1275
544.8,1278
544.9,1280
545.0,1283
545.1,1285
545.2,1287
545.3,1289
545.4,1291
545.5,1293
545.6,1294
545.7,1295
545.8,1296
545.9,1297
546.0,1298
546.1,1298
546.2,1298
546.3,1297
546.4,1296
546.5,1295
546.6,1293
546.7,1292
546.8,1289
546.9,1287
547.0,1285
547.1,1282
